"55","Centre Nautique Memphremagog","141 Rue Centre","Magog","QC","Canada","J1X 5B6","819-868-0930","NULL","NULL","NULL","-1","No"
"57","Stan's Marina","246 Colborne St","Port Stanley","ON","Canada","N0L 2A0","519-782-3553","NULL","NULL","NULL","-1","No"
"58","Tackle World Ltd O/A Ramakko's Tackle World","125 Loach's Road","Sudbury","ON","Canada","P3E 2P8","705-522-8889","NULL","NULL","NULL","-1","No"
"1518","Sportsman's Warehouse - Salem","1260 Lancaster Drive Southeast","Salem","OR","USA","97317","503-589-0800","","","","1","No"
"1519","Sportsman's Warehouse - Vernal","2015 U.S. 40","Vernal","UT","USA","84078","435-789-5800","","","","1","No"
"67","Trombly's Tackle Box","595 West St South","Orillia","ON","Canada","L3V 5G7","705-327-3474","NULL","NULL","NULL","-1","No"
"68","Tunnel Lake Trading Post","RR #3, Highway #129","Thessalon","ON","Canada","P0R 1L0","705-841-2508","NULL","NULL","NULL","-1","No"
"70","Yakabuski's Home Hardware","1 Opeongo Line West P.O. box 219","Barry's Bay","ON","Canada","K0J 1B0","613-756-2007","NULL","NULL","NULL","-1","No"
"71","Turner's Tackle","HWY #33, RR #2","Carrying Place","ON","Canada","K0K 1L0","613-394-2705","NULL","NULL","NULL","-1","No"
"74","Home Hardware Stores Ltd.","34 Henry Street West","St. Jacobs","ON","Canada","N0B 2N0","519-664-2905","","","","1","No"
"75","Val's Place","PO BOX 211, 46 Queen St","Manitowaning","ON","Canada","P0P 1N0","705-859-3171","NULL","NULL","NULL","-1","No"
"76","Chasse & Peche Estrie","264 Robinson South","St. Granby","QC","Canada","J2G 8C8","1-450-776-6499","NULL","NULL","NULL","-1","No"
"77","J.B. Nadeau Inc. Marchand Unis","915 Rue Paradis, C.P. 2457","Quebec City","QC","Canada","G1K 7R3","418-855-2822","","","","1","No"
"78","Village General Store","1100 Highway #17, PO BOX 430","Irone Bridge","ON","Canada","P0R 1H0","705-843-1100","NULL","NULL","NULL","-1","No"
"79","Chasse & Peche Chicoutimi-Marchand Unis","915, Rue Paradis, C.P. 2457","Quebec City","QC","Canada","G1K 7R3","418-690-9620","NULL","NULL","NULL","-1","No"
"81","Watson's Tackle","125B 14th Street West","Owen Sound","ON","Canada","N4K 4A1","519-371-0090","","","http://www.watsonstackle.com/","1","Yes"
"82","Sure Shots Outdoors","280 Nipissing Street","Sturgeon Falls","ON","Canada","P2B 3A2","705-753-5871","","","","1","No"
"83","Wild Moose Outdoors Swap Shop","918 Barrydowne Rd","Sudbury","ON","Canada","P3A 3V2","705-525-2293","NULL","NULL","NULL","-1","No"
"85","Western Automotive Ltd","165 Queen St East","Sault Ste. Marie","ON","Canada","P6A 1Y6","705-949-4812","NULL","NULL","NULL","-1","No"
"86","Chuck's Pro Tackle","94 West Street","Port Colborne","ON","Canada","L3K 4C9","1-905-964-6604","NULL","NULL","NULL","-1","No"
"87","Up Top Sports Shop Inc.","Box 147, King St","Mindemoya","ON","Canada","P0P 1S0","705-377-5748","","","","1","No"
"88","J&B Hunting & Fishing","8-10 Hastings Station","Bancroft","ON","Canada","K0L 1C0","613-332-6006","NULL","NULL","NULL","-1","No"
"89","Complete Bait & Tackle","2-15 Chaffey Street","Huntsville","ON","Canada","P1H 1H4","1-705-789-4123","NULL","NULL","NULL","-1","No"
"90","J&S Tackle","137 Goderich Street","Port Elgin","ON","Canada","N0H 2C1","519-832-2827","NULL","NULL","NULL","-1","No"
"91","Cottage Country Market","298 Woodward Street","Blind River","ON","Canada","P0R 1B0","1-705-356-1941","NULL","NULL","NULL","-1","No"
"92","Hub Sports Centre","33717 Essendene Ave","Abbotsford","BC","Canada","V2S 2G7","604-859-8316","NULL","NULL","NULL","-1","No"
"94","Tyee Marine & Fishing Supplies","880 Island Hwy","Campbell River","BC","Canada","V9W 2C3","250-287-2641","250-287-7701","","","1","Yes"
"1500","Cabela's","6150 Currents Drive NW","Edmonton","AB","Canada","T6W 0L7","780-628-9200","","","http://www.cabelas.ca/find-a-store/edmonton/2","1","No"
"97","Island Outfitters Ltd","3319 Douglas St","Victoria","BC","Canada","V8Z 3L2","250-475-4969","","","","1","Yes"
"99","Oscar's Fly and Tackle","1222 Main Street","Smithers","BC","Canada","V0J 2N0","250-847-3377","","","www.oscarssports.com","1","No"
"101","Sport Elite","915 Rue Paradis, C.P. 2457","Quebec City","QC","Canada","G1K 7R3","418-689-6377","","","","1","No"
"102","Bon Voyage Sports","#120, 4488 Hwy 16 West","Prince George","BC","Canada","V2N 5N7","250-964-2669","NULL","NULL","NULL","-1","No"
"104","Stillwater Sports","4849 Delta St","Delta","BC","Canada","V4K 2T9","604-946-9933","","","www.stillwatersports.ca","1","No"
"106","Gone Fishin' Ltd","5069 Johnston Rd","Port Alberni","BC","Canada","V9Y 5L6","250-723-1172","250-723-1173","","","1","Yes"
"107","D. Londero Sports","349 Blvd. Seminaire Nord","St. Jean Sue le Richielieu","QC","Canada","J3B 8C5","1-450-349-2332","NULL","NULL","NULL","-1","No"
"109","J.O. Hubert Magasin","165 Rue Principale Sud","Maniwaki","QC","Canada","J9E 1Z8","819-449-3131","","","","1","No"
"110","River Sportsman Ltd","2115 Island Hwy","Campbell River","BC","Canada","V9W 2G6","250-286-1017","250-286-9767","","","1","Yes"
"112","J.R.Chasse Et Peche","2500 Ave. Dupon Sud","Alma","QC","Canada","G8B 5V2","418-668-8448","","","","1","No"
"113","Berry's Bait and Tackle","14651 Westminster Hwy","Richmond","BC","Canada","V6V 1A4","604-273-5901","604-273-5980","berry@berrysbait.com","www.berrybait.com","1","Yes"
"116","Sea-Run Fly & Tackle Ltd","110-1140 Austin Ave","Coquitlam","BC","Canada","V3K 3P5","604-931-5044","","","","1","No"
"117","Kidd's Home Hardware","Hwy #11 & John Street","Sundridge","ON","Canada","P0A 1Z0","705-384-5365","NULL","NULL","NULL","-1","No"
"118","City Centre Hardware and Sporting Goods","380 City Centre","Kitimat","BC","Canada","V8C 1T6","250-632-3522","250-632-3528","wakita@telus.net","www.kitimatfishingguideandcharters.com","1","No"
"119","Northcoast Anglers","3217 Kalum St","Terrace","BC","Canada","V8G 2M8","250-635-6496","NULL","NULL","NULL","-1","No"
"120","Kingsway Sports & Recreation","#5 - 3440 Woodlawn Rd West","Guelph","ON","Canada","N1H 7K6","519-824-7223","NULL","NULL","NULL","-1","No"
"121","Fred's Custom Tackle & Guiding","#1, 5580 Veddar Rd","Chilliwack","BC","Canada","V2R 3M7","604-858-7344","NULL","NULL","NULL","-1","No"
"1545","The Dock Shoppe","108-350 Queens Quay West","Toronto","ON","Canada","M5V 3A7","","","dockmaster@thedockshoppe.com","www.thedockshoppe.com","1","No"
"124","Fish Tales","4640 Keith Ave","Terrace","BC","Canada","V8G 4K1","250-635-5667","NULL","NULL","NULL","-1","No"
"125","L.M. Sports Enrg.","2554 Ave. Ste. Anne","St-Hyancinthe","QC","Canada","J2S 5J3","450-773-0735","","","","1","No"
"126","Highwater Tackle","201 Lonsdale","North Vancouver","BC","Canada","V7M 2E9","604-986-3239","","highwtr@uniserve.com","www.highwatertackle.com","1","Yes"
"127","Nicholls Marine","1881 Dominion Road","Fort Erie","ON","Canada","L2A 5M4","1-905-871-1965","NULL","NULL","NULL","-1","No"
"128","Chilliwack Dart & Tackle Shop","#2, 9120 Young Road","Chilliwack","BC","Canada","V2P 4N3","604-793-9922","NULL","NULL","NULL","-1","No"
"129","Lake Bernard Outfitters","R.R. 1#","Sundridge","ON","Canada","P0A 1Z0","705-384-7948","NULL","NULL","NULL","-1","No"
"132","Chilcotin Guns","1524B S. Broadway","Williams Lake","BC","Canada","V2G 2X3","250-392-6800","NULL","NULL","NULL","-1","No"
"134","Spud Valley Sporting Goods","1380 Birch St, PO Box 640","Pemberton","BC","Canada","V0N 2L0","604-894-6630","NULL","NULL","NULL","-1","No"
"135","Omineca Sport & Sound","Box 1228","Vanderhoof","BC","Canada","V0J 3A0","250-567-9885","NULL","NULL","NULL","-1","No"
"138","Timberland Sport Centre","Box 163","Port McNeil","BC","Canada","V0N 2R0","250-956-3544","NULL","NULL","NULL","-1","No"
"139","Ed's Bait","127 Earl Street","WallaceBurg","ON","Canada","N8A 1C6","1-519-627-6466","NULL","NULL","NULL","-1","No"
"141","L'Ami Du moucheur","7390 Notre Dame","Trois-Rivieres","QC","Canada","J9B 1L8","819-377-4367","","","","1","No"
"142","Emm's Outdoor Outfitters","103 Queen Street","Lindsay","ON","Canada","K9V 1G7","1-705-324-5563","NULL","NULL","NULL","-1","No"
"143","Westside Stores Ltd","#450, 360 Trans Canada Hwy, SW","Salmon Arm","BC","Canada","V1E 1B7","250-832-8141","NULL","NULL","NULL","-1","No"
"144","Active Tackle Ltd","107, 8410 Ontario St","Vancouver","BC","Canada","V5X 4S6","604-323-1815","NULL","NULL","NULL","-1","No"
"145","Erie Tracker Outfitters","111 Killaly Street West","Port Colborne","ON","Canada","L3K 3K7","1-905-834-9218","NULL","NULL","NULL","-1","No"
"146","Evergreen Resort","R.R. 1","Mar","ON","Canada","N0H 1X0","1-519-534-1868","NULL","NULL","NULL","-1","No"
"147","Donex Pharmacy & Screamin' Fly and Tackle","Box 40, 195 S Birch St","100 Mile House","BC","Canada","V0K 2E0","250-395-4004","","","","1","No"
"148","Forrest Lodge","Po Box 128","Armstrong","ON","Canada","P0T 1A0","1-807-583-2188","NULL","NULL","NULL","-1","No"
"150","Lambeth Rod & Tackle","2404 Main Street P.O. Box 1166","London","ON","Canada","N6P 1R2","519-652-5598","NULL","NULL","NULL","-1","No"
"151","Northern Hardware & Furniture Co Ltd","1386 Third Ave","Prince George","BC","Canada","V2L 3E8","250-563-7161","NULL","NULL","NULL","-1","No"
"152","Surplus Herby's","248 Tranquille Rd","Kamloops","BC","Canada","V2B 3G2","250-376-2714","NULL","NULL","NULL","-1","No"
"154","Meegan's Store","Box 790","Queen Charlotte","BC","Canada","V0T 1S0","250-559-4428","NULL","NULL","NULL","-1","No"
"155","Lock, Stock & Barrel","245 Hastings Street North P.O. Box 1657","Bancroft","ON","Canada","K0L 1C0","613-332-3420","","","","1","No"
"158","Gone Fishin' Ltd","#600, 2980 N. Island Hwy","Nanaimo","BC","Canada","V9T 5S4","250-758-7726","250-758-7762","","","1","Yes"
"160","Riverside Fly & Tackle","2847 Shaugnessy","Port Coquitlam","BC","Canada","V3C 3H1","604-944-2479","NULL","NULL","NULL","-1","No"
"162","Manitoulin Livestock Co-Operative","44 Merideth Street P.O. Box 300","Gore Bay","ON","Canada","P0P 1H0","613-282-2500","","","","1","No"
"164","Wynndel Foods Ltd","Box 69, 5218 Hwy 3A","Wynndel","BC","Canada","V0B 1N0","250-866-5314","NULL","NULL","NULL","-1","No"
"167","Mountain Man Outdoors Ltd","901 Baker St","Cranbrook","BC","Canada","V1C 1A4","250-426-2717","NULL","NULL","NULL","-1","No"
"1509","Sportsman's Warehouse - Portland","9401 Southeast 82nd Avenue","Portland","OR","USA","97266","503-777-8700","","","","1","No"
"169","Pronature","73 Chemin Montreal East","Masson","QC","Canada","J0X 2H0","1-819-986-1473","","","","1","No"
"170","Minnehaha Camp Resort","P.O. Box 47 Duck Lake Road","Port Loring","ON","Canada","P0H 1S0","705-757-2004","NULL","NULL","NULL","-1","No"
"171","Misty River Tackle","5008 Agar Ave","Terrace","BC","Canada","V6G 1J1","250-638-1369","NULL","NULL","NULL","-1","No"
"173","Fishin Fever","2858 Agricola Street","Halifax","NS","Canada","B3K 4E7","1-902-454-2244","NULL","NULL","NULL","-1","No"
"174","Method Marine Supply Ltd","Box 219, 380 Main St","Tofino","BC","Canada","V0R 2Z0","250-725-3251","NULL","NULL","NULL","-1","No"
"175","Winner's Edge","Box 1509, 9th & Main St","Lillooet","BC","Canada","V0K 1V0","250-256-4848","NULL","NULL","NULL","-1","No"
"176","Fletcher's Sports","RR#5","Owen Sound","ON","Canada","N4K 5N7","1-519-371-8587","NULL","NULL","NULL","-1","No"
"177","A & C Sports Ltd","337 Bank Road","Kelowna","BC","Canada","V1X 6A1","(250) 763-8033","","","","1","No"
"181","Princeton Outdoor Supply","Box 130, 259 Vermillion Ave","Princeton","BC","Canada","V0X 1W0","250-295-0450","","","","1","No"
"182","First Choice Fishing Tackle","RR#5, 833 Woolwich Street North","Guelph","ON","Canada","N1H 6J2","1-519-837-8333","NULL","NULL","NULL","-1","No"
"183","Minden Live Bait Tackle","R.R. #1 Sugar Bush Lane","Minden","ON","Canada","K0M 2K0","705-286-4826","NULL","NULL","NULL","-1","No"
"185","Gourley's Variety & Gas Bar","RR#2, Highway 132","Renfrew","ON","Canada","K7V 3Z5","1-613-432-5093","NULL","NULL","NULL","-1","No"
"186","The Minnow Man","157 Manitoba Street","Bracebridge","ON","Canada","P1L 2B7","705-645-4385","NULL","NULL","NULL","-1","No"
"188","Norris' Live Bait","R.R. #2","Westport","ON","Canada","K0G 1X0","613-273-6462","NULL","NULL","NULL","-1","No"
"189","Natural Sports","1572 Victoria Street N.","Kitchener","ON","Canada","N2B 3E5","519-749-1620","NULL","NULL","NULL","-1","No"
"190","Nature Chasse Et Peche","10435- 1 Ere Ave.","St-George De Beauce","QC","Canada","G5Y 6X8","418-227-0270","","","","1","No"
"192","Outdoor's Plus","R.R. # 2 Box 4, Woods Road","Haliburton","ON","Canada","K0M 1S0","705-457-3113","NULL","NULL","NULL","-1","No"
"195","Outdoorsman","174 North Mitton Street","Sarnia","ON","Canada","N7T 6H2","519-344-8137","NULL","NULL","NULL","-1","No"
"197","Performance Chasse Et Peche Marchand Unis","915 Rue Paradis C.P. 2457","Quebec City","QC","Canada","G1K 7R3","450-582-9302","","","","1","No"
"199","Pilon Marine Ltee","357 Boul La Belle","St. Rose La Valle","QC","Canada","H7L 3A3","450-623-2476","","","","1","No"
"200","Plein Air Chasse & Peche","1555 Sherbrooke Street","Magog","QC","Canada","J1X 2T5","819-843-2800","","","","1","No"
"202","J.R.'s Outdoor Store","669 King Street","Welland","ON","Canada","L3B 3L5","905-735-5199","","","","1","No"
"1511","Sportsman's Warehouse - Helna","2990 North Sanders Street","Helna","MT","USA","59601","406-457-7200","","","","1","No"
"204","The Fishin' Hole","#1035, 8882-170 Street","Edmonton","AB","Canada","T5T 3J7","780-444-1220","780-444-3314","NULL","NULL","-1","No"
"205","The Fishin' Hole","9078- 51 Avenue","Edmonton","AB","Canada","T6E 5X4","780-465-0877","NULL","NULL","NULL","-1","No"
"206","The Fishin' Hole","3320 Sunridge Way NE","Calgary","AB","Canada","T1Y 7K5","403-291-3688","","","","1","No"
"207","The Fishin' Hole","#8, 805 Circle Drive East","Saskatoon","SK","Canada","S7K 3S4","306-665-7223","NULL","NULL","NULL","-1","No"
"211","Bridgeview Marine","8550 River Road","Delta","BC","Canada","V4G 1B5","604-946-8566","NULL","NULL","NULL","-1","No"
"212","Capital Iron & Metals","1900 Store Street","Victoria","BC","Canada","V8T 4R4","250-385-9703","NULL","NULL","NULL","-1","No"
"213","Corelane Sporting Goods Ltd.","1140-102 Avenue","Dawson Creek","BC","Canada","NULL","250-782-2111","NULL","NULL","NULL","-1","No"
"215","Fisher's Hardware Ltd.","3300 Coldstream Avenue","Vernon","BC","Canada","V1T 1X9","250-542-4321","NULL","NULL","NULL","-1","No"
"216","Gibbons Motor Toys","5009 - 50 AVE.","Gibbons","AB","Canada","T0A-1N0","780-923-3796","780-923-2808","sales1@abgmt.com","http://www.gibbonsmotortoys.com/gibbons","1","No"
"217","L&M Sporting Goods","226 Fischer Avenue P.O. Box 1228","The Pas","MB","Canada","R9A 1L2","204-623-3000","NULL","NULL","NULL","-1","No"
"218","Mawson V Sports","P.O. Box 98","Creston","BC","Canada","V0B 1G0","604-428-4130","","","","1","No"
"223","Ship and Shore Marine","180 Chrome Point Road","Bowser","BC","Canada","V0R 1G0","250-757-8399","NULL","NULL","NULL","-1","No"
"225","Wholesale Sports - Calgary","25 Heritage Meadows Way SE","Calgary","AB","Canada","T2H 0A2","403-253-5566","NULL","NULL","NULL","-1","No"
"226","Wholesale Sports - Edmonton","12610 St Albert Trail NW","Edmonton","AB","Canada","T5L 4S5","780-477-3737","NULL","NULL","NULL","-1","No"
"227","Wholesale Sports - Saskatoon","2828 Idiwyld Dr N","Saskatoon","SK","Canada","S7L 1V6","306-931-4475","NULL","NULL","NULL","-1","No"
"228","Wholesale Sports - Lethbridge","3160 Fairview Street South","Lethbridge","AB","Canada","T1K 6T9","403-327-5760","NULL","NULL","NULL","-1","No"
"1512","Sportsman's Warehouse - Nampa","16865 North Marketplace Boulevard","Nampa","ID","USA","83687","208-468-7600","","","","1","No"
"231","Pete's Pro Tackle Stop","109-2nd Street Box 1445","The Pas","MB","Canada","R9A 1L3","204-623-4774","204-623-4774","","","1","No"
"232","Great Northern Rod and Reel","1121-11th Ave","Regina","SK","Canada","S4P 0G4","306-359-7378","NULL","NULL","NULL","-1","No"
"234","Eagle Eye Wilderness Company","2051 Anna Marie Road","Sooke","BC","Canada","V0S 1N0","250-642-7983","250-642-7834","","www.eagle-eye.ca","1","Yes"
"236","Alberni Industrial Marine Supply","3149 Kingsway Street","Port Alberni","BC","Canada","V9Y 3B2","250-724-5766","250-724-4054","NULL","NULL","-1","No"
"237","Harbour Chandler","52 Esplanade","Nanaimo","BC","Canada","V9R 4Y7","250-753-2425","NULL","NULL","NULL","-1","No"
"250","Knudson Cove Marina","407 Knudson Cove Rd NO, Box 965","Ketchikan","AK","USA","99901","907-247-8500","NULL","NULL","NULL","-1","No"
"252","Murray Pacific - Ketchikan","1050 Water St","Ketchikan","AK","USA","99901","907-225-3135","NULL","NULL","NULL","-1","No"
"253","Tongass Trading Company","201 Dock St","Ketchikan","AK","USA","99901","907-225-5101","NULL","NULL","NULL","-1","No"
"257","B&J Commercial","2749 ""C"" Street","Anchorage","AK","USA","99503","907-274-6113","907-258-9911","NULL","NULL","-1","No"
"262","CY's Sporting Goods","11206 South Russian Creek Road","Kodiak","AK","USA","99615","907-486-3900","907-486-5620","kodiak-outfitters@alaska.com","","1","Yes"
"263","Mack's Sport Shop Inc","212 Lower Mill Bay Rd, PO Box 1155","Kodiak","AK","USA","99615","907-486-4276","NULL","NULL","NULL","-1","No"
"272","Bob's Merchandise","1111 Hudson St","Longview","WA","USA","98632","360-425-3870","NULL","NULL","NULL","-1","No"
"274","Dave's Sport Shop","1738 Front Street","Lynden","WA","USA","98264","360-354-5591","NULL","NULL","NULL","-1","No"
"275","Ed's Surplus & Marine","5911-196th S W","Lynnwood","WA","USA","98036","425-778-1441","NULL","NULL","NULL","-1","No"
"276","Ted's Sport Center","156 HWY 99 North","Lynnwood","WA","USA","98046","425-743-9505","NULL","NULL","NULL","-1","No"
"281","Black Bird Sporting Goods","1810 West Main St","Medford","OR","USA","97501","541-779-5431","541-779-4151","NULL","NULL","-1","No"
"282","Dewey's Cook Inlet","311 East 76TH Ave.","Anchorage","AK","USA","99518","907-344-5092","907-344-3899","NULL","NULL","-1","No"
"286","Waterworld Boating Center","5731 Crater Lake Hwy","Medford","OR","USA","97502","541-826-5535","541-826-5502","NULL","NULL","-1","No"
"287","Stevens Marine (Alumaweld)","18023 SE Addie St","Milwaukie","OR","USA","97267","503-652-1444","NULL","NULL","NULL","-1","No"
"291","Master Marine Services","333-C E Blackburn Rd","Mt. Vernon","WA","USA","98273","360-336-2176","NULL","NULL","NULL","-1","No"
"292","Tom-N-Jerry's","11071 Josh Green Ln","Mt. Vernon","WA","USA","98273","360-466-9955","","","","1","No"
"295","Auburn Sport & Marine","810 Auburn Way No.","Auburn","WA","USA","98002","253-833-1440","253-735-9412","","","1","Yes"
"300","York's Sportings Goods","1549 Campbell St.","Baker City","OR","USA","97814","541-523-2577","541-523-7966","NULL","NULL","-1","No"
"303","EQ Harbor Service & Sales","265 West Cornet Bay Rd","Oak Harbor","WA","USA","98277","360-679-4783","NULL","NULL","NULL","-1","No"
"304","LFS Marine and Outdoor (Lummi)","851 Coho Way","Bellingham","WA","USA","98225","800-426-8860","800-734-4058","","","1","Yes"
"305","Ace Hardware","150 SE Pioneer Way","Oak Harbor","WA","USA","98277","(360) 679-3535","","","","1","No"
"307","Redden Marine Supply","1411 Roeder Ave.","Bellingham","WA","USA","98225","360-733-0250","360-671-1255","NULL","NULL","-1","No"
"308","Shelter Cove Marina","PO Box 52","Odell Lake","OR","USA","97425","541-433-2548","NULL","NULL","NULL","-1","No"
"312","Griggs Dept Store","801 West Columbia, PO Box 234","Pasco","WA","USA","99301","509-547-0566","NULL","NULL","NULL","-1","No"
"315","Blue Mountain Anglers","1847 Westgate","Pendleton","OR","USA","97801","541-966-8770","541-966-9253","NULL","NULL","-1","No"
"316","Hammer & Wikan","218 N. Nordic Dr, PO Box 249","Petersburg","AK","USA","99833","907-772-4811","NULL","NULL","NULL","-1","No"
"318","Rocky's Marine","243 Mitkof Way, PO Box 690","Petersburg","AK","USA","99833","907-772-3949","NULL","NULL","NULL","-1","No"
"322","Jerry's Marine","133 Seaview Dr","Port Angeles","WA","USA","98362","360-457-7317","NULL","NULL","NULL","-1","No"
"327","Swains General Store","602 East First Street","Port Angeles","WA","USA","98362","360-452-2357","NULL","NULL","NULL","-1","No"
"328","Waters West","140 West Front St","Port Angeles","WA","USA","98362","360-417-0937","NULL","NULL","NULL","-1","No"
"329","Bay Street Outfitters","130 Harrison Ave","Port Orchard","WA","USA","98366","360-874-7880","NULL","NULL","NULL","-1","No"
"331","Swains General Store","1121 Water Street","Port Townsend","WA","USA","98368","360-385-1313","NULL","NULL","NULL","-1","No"
"333","Ollie Damon's","10240 NE Halsey St.","Portland","OR","USA","97220","503-232-3193","503-232-3194","","","1","Yes"
"337","Dennis Company","146 Fifth Street","Raymond","WA","USA","98577","360-942-2427","NULL","NULL","NULL","-1","No"
"349","Jacobson's Marine","2412 NW Market Street","Edmonds","WA","USA","98107","206-789-7474","","","","1","No"
